Placeholder_0,Placeholder_1,Placeholder_2,Placeholder_3,Placeholder_4,Placeholder_5,Placeholder_6,Placeholder_7,Placeholder_8,Placeholder_9,Placeholder_10,Placeholder_11,Placeholder_12,Placeholder_13,Placeholder_14,Placeholder_15,Placeholder_16,Placeholder_17,Placeholder_18,Placeholder_19,Placeholder_20,Placeholder_21,Placeholder_22,Placeholder_23,Placeholder_24,Placeholder_25,Placeholder_26,Placeholder_27,Placeholder_28,Placeholder_29,Placeholder_30,Placeholder_31,Placeholder_32,Placeholder_33,Placeholder_34,Placeholder_35,Placeholder_36,Placeholder_37,Placeholder_38,Placeholder_39,Placeholder_40,Placeholder_41,Placeholder_42,Placeholder_43,Placeholder_44,Placeholder_45,Placeholder_46,Placeholder_47,Placeholder_48,Placeholder_49,Placeholder_50,Placeholder_51,Placeholder_52,Placeholder_53,Placeholder_54,Placeholder_55,Placeholder_56,Placeholder_57,Placeholder_58,Placeholder_59,Placeholder_60,Placeholder_61,Placeholder_62,Placeholder_63,Placeholder_64,Placeholder_65,Placeholder_66,Placeholder_67,Placeholder_68,Placeholder_69,Placeholder_70,Placeholder_71,Placeholder_72,Placeholder_73,Placeholder_74,Placeholder_75,Placeholder_76,Placeholder_77,Placeholder_78,Placeholder_79,Placeholder_80,Placeholder_81,Placeholder_82,Placeholder_83,Placeholder_84,Placeholder_85,Placeholder_86,Placeholder_87,Placeholder_88,Placeholder_89,Placeholder_90,Placeholder_91,Image,Avg Red,Avg Green,Avg Blue,Aspect_Ratio,Perimeter,Area,Circularity,Convexity,Edge_Sharpness,Symmetry,Contrast,Homogeneity,Energy,Correlation,Edge_Density,Intensity_Variance,Hue_Std,Saturation_Std
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frame_0.png,8.21326388888889,5.340036651234568,23.53937114197531,1.1436950146627567,1280.7493419647217,114869.0,0.8800035446711039,0.9959077864766215,43.57157021604938,0.9677452190752844,13.039792922268589,0.8813983416160105,0.7686234720516321,0.9865881390441694,3.7935185185185185,485.55208692009046,52.70105244708524,87.1189880294004
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frame_105.png,0.12254243827160494,0.1229320987654321,0.1226195987654321,0.043243243243243246,701.5878742933273,163.0,0.004161341136127913,0.15817564289180008,2.6700134636093904,0.9908319262890342,2.114615206305054,0.9698977458083707,0.7300678061202164,0.968110395987322,0.39351851851851855,33.1194932375019,6.084964323626429,2.630640566724112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frame_11.png,9.06917824074074,6.270407021604938,24.235694444444444,1.1432748538011697,1283.57777094841,115589.0,0.8816211408853409,0.9962593623678064,35.68132330246914,0.9664701040910191,14.321557719054246,0.8841226317153152,0.7665238518776021,0.9884917424531017,3.6277488425925926,621.4860259428342,52.733028863499726,85.99628333597983
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frame_110.png,9.21015625,6.347264660493827,23.535657793209875,1.1352941176470588,1272.406197667122,113313.0,0.8795044682360573,0.9961582417582417,42.24889274691358,0.9620764040183976,15.127580744861692,0.8844199130150389,0.7716104586972318,0.9893544310850132,3.271614583333333,709.6434236421862,52.726255026976254,85.32997173299206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frame_120.png,0.34411458333333333,0.34574266975308643,0.34512538580246915,0.049079754601226995,1388.3574262857437,60.0,0.0003911636942938437,0.018231540565177756,3.1032230334753605,0.9748763919147906,4.03460052542111,0.9553668904137812,0.5535700528765432,0.9707384249390838,0.39253472222222224,68.87817061993634,9.305672036581338,3.5173355616253605
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frame_121.png,8.076037808641976,5.081840277777777,23.340524691358024,1.1428571428571428,1262.5067014694214,111708.5,0.8807014272015924,0.9962587400114156,25.65105324074074,0.9651527929072863,10.775328388193481,0.8933484887861433,0.774805941325427,0.9905184631396645,3.0271412037037035,567.5312067739151,52.29267855589761,87.93234920202485
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frame_132.png,8.415003858024692,5.640954861111111,23.360933641975308,1.138235294117647,1274.163556933403,113721.5,0.8802419957692643,0.9962199854581132,38.73204475308642,0.9657949648995401,12.87148431463453,0.8853493425950973,0.7707636439917503,0.9868813023883339,3.3916377314814814,489.9999211837369,52.578504695036656,85.7461649814601
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frame_135.png,4.58007137345679,4.664521604938272,4.542797067901234,0.0639269406392694,493.2792183160782,9.0,0.0004648006589894526,0.006576543660942638,2.1118692098335257,0.9693502027354151,3.045775382475661,0.9596012075983796,0.6689619561609647,0.9867918239382152,0.25381944444444443,115.22623331390912,18.50555562564937,4.57737921367739
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frame_143.png,9.094077932098765,6.375322145061729,23.3056925154321,1.1390532544378698,1267.920914053917,112599.0,0.8801568363706324,0.996371970374041,41.75565972222222,0.9650228455579763,14.00630505331479,0.8861378875324114,0.7728992062354164,0.9893021387513206,3.3773726851851853,653.8406544102905,52.42295620191964,84.43679454615346
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frame_15.png,2.8993711419753088,5.857208719135802,7.6932986111111115,0.896551724137931,88.42640578746796,434.0,0.6974862456251698,0.9293361884368309,20.135019290123456,0.9616300078673445,4.753036624942049,0.9252634628166083,0.8742780108826647,0.9922223959130388,2.2833912037037036,305.1727741197954,33.1202227699186,64.523611566769
